dataset_name,url_gcp,url_aws,url_azure,image_id,sequence_id,location_id,frame_num,original_label,scientific_name,common_name,datetime,annotation_level,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001325.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001325.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001325.jpg,NACTI : CA-08_08_04_2015_CA-08_0001325.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_06_08_2016_CA-08_0012613.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_06_08_2016_CA-08_0012613.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_06_08_2016_CA-08_0012613.JPG,NACTI : CA-08_06_08_2016_CA-08_0012613.JPG,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002886.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002886.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002886.jpg,NACTI : CA-08_08_04_2015_CA-08_0002886.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub036/CA-03_09_15_2015_CA-03_0017788.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub036/CA-03_09_15_2015_CA-03_0017788.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub036/CA-03_09_15_2015_CA-03_0017788.jpg,NACTI : CA-03_09_15_2015_CA-03_0017788.jpg,NACTI : unknown,NACTI : lebec_CA-03,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/58b4a90e-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/58b4a90e-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/58b4a90e-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 58b4a90e-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 701b51c2-5567-11e8-b0ff-dca9047ef277,Caltech Camera Traps : 138,3,bobcat,lynx rufus,bobcat,12-15-2013 18:43:52,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/599d7c4b-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/599d7c4b-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/599d7c4b-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 599d7c4b-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f197e51-5567-11e8-b35c-dca9047ef277,Caltech Camera Traps : 64,3,bobcat,lynx rufus,bobcat,02-16-2012 18:40:50,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5979bca2-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5979bca2-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5979bca2-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5979bca2-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f16b17a-5567-11e8-b9dc-dca9047ef277,Caltech Camera Traps : 46,2,bobcat,lynx rufus,bobcat,06-16-2011 20:46:26,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_04_06_2015_CA-09_0000506.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_04_06_2015_CA-09_0000506.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_04_06_2015_CA-09_0000506.jpg,NACTI : CA-09_04_06_2015_CA-09_0000506.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002893.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002893.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002893.jpg,NACTI : CA-08_08_04_2015_CA-08_0002893.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_07_08_2016_CA-09_0008407.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_07_08_2016_CA-09_0008407.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_07_08_2016_CA-09_0008407.JPG,NACTI : CA-09_07_08_2016_CA-09_0008407.JPG,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/597ff077-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/597ff077-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/597ff077-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 597ff077-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f17a711-5567-11e8-9f8d-dca9047ef277,Caltech Camera Traps : 46,3,bobcat,lynx rufus,bobcat,09-21-2011 09:05:39,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014053.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014053.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014053.JPG,NACTI : CA-08_10_11_2016_CA-08_0014053.JPG,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_07_08_2016_CA-09_0008315.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_07_08_2016_CA-09_0008315.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_07_08_2016_CA-09_0008315.JPG,NACTI : CA-09_07_08_2016_CA-09_0008315.JPG,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub038/CA-05_03_30_2015_CA-05_0000577.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub038/CA-05_03_30_2015_CA-05_0000577.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub038/CA-05_03_30_2015_CA-05_0000577.jpg,NACTI : CA-05_03_30_2015_CA-05_0000577.jpg,NACTI : unknown,NACTI : lebec_CA-05,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014051.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014051.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014051.JPG,NACTI : CA-08_10_11_2016_CA-08_0014051.JPG,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/58a0221f-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/58a0221f-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/58a0221f-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 58a0221f-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f0d2499-5567-11e8-893f-dca9047ef277,Caltech Camera Traps : 130,3,bobcat,lynx rufus,bobcat,12-02-2011 14:23:27,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/597feedf-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/597feedf-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/597feedf-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 597feedf-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f86ccc7-5567-11e8-8a99-dca9047ef277,Caltech Camera Traps : 57,1,bobcat,lynx rufus,bobcat,03-31-2014 18:43:41,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002658.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002658.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002658.jpg,NACTI : CA-09_08_13_2015_CA-09_0002658.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/58eac9f9-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/58eac9f9-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/58eac9f9-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 58eac9f9-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f1618f0-5567-11e8-9bf5-dca9047ef277,Caltech Camera Traps : 125,2,bobcat,lynx rufus,bobcat,03-08-2012 06:50:34,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/586ade4b-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/586ade4b-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/586ade4b-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 586ade4b-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f1b2f2b-5567-11e8-9b69-dca9047ef277,Caltech Camera Traps : 103,1,bobcat,lynx rufus,bobcat,02-25-2012 20:26:02,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002395.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002395.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002395.jpg,NACTI : CA-09_08_13_2015_CA-09_0002395.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/592f7212-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/592f7212-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/592f7212-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 592f7212-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 701b501e-5567-11e8-8f74-dca9047ef277,Caltech Camera Traps : 138,1,bobcat,lynx rufus,bobcat,11-30-2013 22:27:27,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014022.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014022.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014022.JPG,NACTI : CA-08_10_11_2016_CA-08_0014022.JPG,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/595f7c56-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/595f7c56-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/595f7c56-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 595f7c56-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6fd5bd7d-5567-11e8-9059-dca9047ef277,Caltech Camera Traps : 70,1,bobcat,lynx rufus,bobcat,04-06-2014 19:06:56,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59ef8d3a-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59ef8d3a-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59ef8d3a-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59ef8d3a-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 700c8a3d-5567-11e8-87c4-dca9047ef277,Caltech Camera Traps : 0,1,bobcat,lynx rufus,bobcat,01-07-2013 21:31:14,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub038/CA-06_02_16_2016_CA-06_0009744.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub038/CA-06_02_16_2016_CA-06_0009744.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub038/CA-06_02_16_2016_CA-06_0009744.JPG,NACTI : CA-06_02_16_2016_CA-06_0009744.JPG,NACTI : unknown,NACTI : lebec_CA-06,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5a015e35-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5a015e35-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5a015e35-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5a015e35-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f130a40-5567-11e8-90c2-dca9047ef277,Caltech Camera Traps : 58,1,bobcat,lynx rufus,bobcat,08-05-2011 04:40:56,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014012.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014012.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014012.JPG,NACTI : CA-08_10_11_2016_CA-08_0014012.JPG,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59dc2609-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59dc2609-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59dc2609-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59dc2609-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f0be859-5567-11e8-bb96-dca9047ef277,Caltech Camera Traps : 43,2,bobcat,lynx rufus,bobcat,12-15-2011 15:18:43,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_06_07_2016_CA-09_0009191.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_06_07_2016_CA-09_0009191.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_06_07_2016_CA-09_0009191.JPG,NACTI : CA-09_06_07_2016_CA-09_0009191.JPG,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002898.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002898.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002898.jpg,NACTI : CA-08_08_04_2015_CA-08_0002898.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-08_12_08_2015_CA-08_0007464.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-08_12_08_2015_CA-08_0007464.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-08_12_08_2015_CA-08_0007464.jpg,NACTI : CA-08_12_08_2015_CA-08_0007464.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5a1cafa0-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5a1cafa0-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5a1cafa0-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5a1cafa0-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f167e28-5567-11e8-8c66-dca9047ef277,Caltech Camera Traps : 46,3,bobcat,lynx rufus,bobcat,05-28-2011 06:52:42,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
